1 291 cyclic_10 smoothscan 128 1 sync 3 32GB 56 347 no 10000008 2910242 555556 181841 7448.378 4196.732
2 941 linear_10 smoothscan 16 1 worker 12 4GB 14 955 no 10000008 9406031 555556 540340 24095.951 16126.246
3 3 uniform smoothscan 16 1 io_uring 3 32GB 952 955 no 10000008 30134 555556 29407 8139.921 273.160
4 42 uniform smoothscan 128 1 sync 3 4GB 531 573 no 10000008 419330 555556 298659 17001.112 4436.340
5 19 cyclic_10 smoothscan 0 1 sync 3 32GB 454 473 no 10000008 190400 555556 30772 1227.765 275.771
6 941 cyclic_100 smoothscan 0 1 worker 12 32GB 18 959 no 10000008 8867847 555556 555553 23866.082 12651.132
7 491 uniform smoothscan 128 1 sync 3 4GB 140 631 no 10000008 4909741 555556 555549 18694.578 7491.936
8 791 linear_100 smoothscan 128 1 sync 3 32GB 155 946 no 10000008 7698628 555556 550223 22449.571 11360.711
9 841 cyclic_10 smoothscan 128 1 io_uring 3 4GB 124 965 no 10000008 8409763 555556 487385 18985.758 12345.104
10 191 linear_100 smoothscan 0 1 worker 3 4GB 331 522 no 10000008 1908194 555556 307895 12816.138 2957.407
11 3 uniform smoothscan 128 1 worker 12 32GB 5 8 no 10000008 29735 555556 29004 8929.703 323.867
12 291 linear_100 smoothscan 0 1 worker 3 4GB 421 712 no 10000008 2908529 555556 363541 15241.547 4751.420
13 491 linear smoothscan 0 1 sync 3 32GB 320 811 no 10000008 4910001 555556 272779 6118.461 3494.454
14 19 cyclic_10 smoothscan 0 1 worker 12 4GB 383 402 no 10000008 190686 555556 30804 1190.716 280.726
15 3 cyclic_1 smoothscan 128 1 io_uring 3 32GB 294 297 no 10000008 30050 555556 3680 193.682 36.766
16 191 linear_10 smoothscan 128 1 worker 3 32GB 159 350 no 10000008 1909941 555556 126237 5889.297 2738.896
17 391 cyclic smoothscan 128 1 sync 3 32GB 599 990 no 10000008 3910100 555556 217322 7350.917 4208.310
18 691 linear_100 smoothscan 0 1 worker 3 32GB 235 926 no 10000008 6772406 555556 522877 20507.469 10288.695
19 341 cyclic_500 smoothscan 0 1 io_uring 3 4GB 111 452 no 10000008 2151911 555556 541364 12667.860 5524.997
20 13 cyclic smoothscan 16 1 sync 3 32GB 568 581 no 10000008 130100 555556 7322 324.705 140.251
21 391 cyclic_1 smoothscan 128 1 io_uring 3 4GB 406 797 no 10000008 3909981 555556 219227 7169.518 4396.171
22 541 linear_100 smoothscan 0 1 sync 3 32GB 424 965 no 10000008 5162828 555556 421206 16682.006 7632.281
23 891 cyclic_500 smoothscan 0 1 worker 3 4GB 67 958 no 10000008 5556503 555556 555555 16619.764 9495.926
24 591 cyclic_100 smoothscan 16 1 worker 3 32GB 352 943 no 10000008 5733138 555556 461102 20628.236 9142.068
25 141 cyclic_100 smoothscan 128 1 io_uring 3 4GB 571 712 no 10000008 1408539 555556 278694 11029.001 2552.736
26 791 cyclic_10 smoothscan 0 1 io_uring 3 32GB 123 914 no 10000008 7909495 555556 459700 19099.784 11590.259
27 13 uniform smoothscan 16 1 io_uring 3 32GB 109 122 no 10000008 129898 555556 116498 16475.762 1220.251
28 9 linear_100 smoothscan 128 1 worker 12 32GB 740 749 no 10000008 89498 555556 72718 8673.004 526.729
29 841 cyclic_100 smoothscan 128 1 worker 12 32GB 145 986 no 10000008 8043916 555556 551899 23704.333 11609.545
30 941 linear_10 smoothscan 128 1 sync 3 4GB 29 970 no 10000008 9409843 555556 542987 23126.261 16156.440
31 94 linear_500 smoothscan 128 1 sync 3 4GB 458 552 no 10000008 640399 555556 384225 16320.850 4549.316
32 63 cyclic_100 smoothscan 0 1 worker 12 32GB 32 95 no 10000008 461615 555556 145023 5464.713 919.526
33 341 linear_10 smoothscan 0 1 io_uring 3 32GB 650 991 no 10000008 3400051 555556 204533 8662.086 4965.918
34 291 linear_10 smoothscan 0 1 sync 3 32GB 477 768 no 10000008 2909932 555556 181858 7955.841 4223.098
35 441 linear_500 smoothscan 0 1 worker 12 32GB 314 755 no 10000008 2936872 555556 553792 13084.744 3750.338
36 13 uniform smoothscan 16 1 sync 3 32GB 146 159 no 10000008 129974 555556 116587 16383.545 1223.368
37 641 cyclic smoothscan 0 1 io_uring 3 32GB 358 999 no 10000008 6410100 555556 356211 11744.617 6940.288
38 291 uniform smoothscan 16 1 sync 3 32GB 114 405 no 10000008 2912187 555556 554407 17514.895 3620.544
39 241 uniform smoothscan 16 1 io_uring 3 4GB 627 868 no 10000008 2410611 555556 551667 16121.988 5808.732
40 241 linear_100 smoothscan 128 1 worker 3 32GB 153 394 no 10000008 2382247 555556 314957 13591.847 3454.564
41 13 cyclic_100 smoothscan 0 1 worker 3 32GB 450 463 no 10000008 130079 555556 97233 7891.371 788.703
42 941 cyclic_1 smoothscan 128 1 io_uring 3 4GB 38 979 no 10000008 9410166 555556 524818 17375.145 13221.498
43 541 linear_10 smoothscan 128 1 io_uring 3 32GB 346 887 no 10000008 5409577 555556 320708 13395.226 8129.976
44 491 cyclic_500 smoothscan 16 1 worker 12 4GB 454 945 no 10000008 3088436 555556 552569 14345.101 5917.410
45 491 uniform smoothscan 0 1 io_uring 3 32GB 228 719 no 10000008 4909152 555556 555554 18427.424 5265.008
46 941 cyclic smoothscan 16 1 io_uring 3 32GB 14 955 no 10000008 9410100 555556 522878 16138.125 10077.856
