1 1 cyclic_1 seqscan off 16 1 sync -1 4GB 4532 4533 no 10000008 102 555556 102 858.609 463.204
2 67310 linear_25 seqscan off 128 1 sync -1 32GB 4993 72303 yes 10000008 5793079 555556 553718 1607.573 579.292
3 3 linear seqscan off 128 1 sync -1 4GB 29175 29178 no 10000008 301 555556 17 872.375 465.498
4 711 cyclic_25 seqscan off 16 1 sync -1 32GB 11915 12626 no 10000008 49092 555556 45450 1513.830 557.885
5 19 cyclic_1 seqscan off 16 1 sync -1 4GB 20182 20201 no 10000008 1880 555556 1797 857.315 453.381
6 28 linear bitmapscan off 0 1 sync -1 32GB 17455 17483 no 10000008 2801 555556 156 2.095 0.648
7 57310 cyclic bitmapscan off 128 1 sync -1 32GB 16848 74158 no 10000008 5731100 555556 318489 1642.671 542.785
8 316 linear_10 seqscan off 128 1 sync -1 32GB 2243 2559 no 10000008 18863 555556 17467 1566.924 579.627
9 47310 cyclic seqscan off 16 1 sync -1 32GB 25115 72425 yes 10000008 4731100 555556 262933 1524.662 569.386
10 19 linear seqscan off 16 1 sync -1 4GB 32516 32535 no 10000008 1901 555556 106 823.760 436.913
11 6 uniform bitmapscan off 16 1 sync -1 32GB 9494 9500 yes 10000008 610 555556 609 4.292 0.880
12 77310 linear_1 seqscan off 16 1 sync -1 4GB 8218 85528 no 10000008 7730915 555556 449651 906.078 512.672
13 474 cyclic_25 indexscan off 16 1 sync -1 32GB 6549 7023 no 10000008 28816 555556 27483 1179.497 19.145
14 2398 cyclic seqscan off 0 1 sync -1 32GB 11050 13448 no 10000008 239900 555556 13423 1527.206 503.841
15 711 cyclic bitmapscan off 128 1 sync -1 32GB 2822 3533 no 10000008 71200 555556 4056 25.899 6.865
16 8092 linear bitmapscan off 128 1 sync -1 4GB 8636 16728 no 10000008 809201 555556 44957 228.582 69.041
17 27310 linear_10 seqscan off 16 1 sync -1 4GB 30137 57447 no 10000008 2728626 555556 353554 888.550 498.804
18 94 linear_10 indexscan off 128 1 sync -1 32GB 10537 10631 yes 10000008 8186 555556 7993 348.601 5.358
19 67310 linear indexscan off 0 1 sync -1 4GB 10706 78016 yes 10000008 6731001 555556 373946 1238.545 505.477
20 3597 uniform bitmapscan off 0 1 sync -1 32GB 30634 34231 yes 10000008 359415 555556 268420 1476.520 334.596
21 711 linear_1 bitmapscan off 128 1 sync -1 32GB 2100 2811 no 10000008 70715 555556 22349 107.868 24.690
22 47310 cyclic_10 indexscan off 16 1 sync -1 4GB 2332 49642 no 10000008 4437488 555556 376985 6527.730 1841.743
23 94 linear_10 bitmapscan off 16 1 sync -1 32GB 9769 9863 no 10000008 7712 555556 7537 45.605 6.054
24 5395 linear_1 indexscan off 16 1 sync -1 32GB 5587 10982 yes 10000008 538949 555556 50097 1362.814 143.359
25 87310 cyclic indexscan off 16 1 sync -1 32GB 9649 96959 no 10000008 8731100 555556 485155 2158.574 1693.616
26 2 cyclic_10 indexscan off 0 1 sync -1 4GB 2246 2248 yes 10000008 110 555556 110 5.546 0.393
27 711 cyclic_25 indexscan off 0 1 sync -1 32GB 30812 31523 no 10000008 63366 555556 58928 2547.091 39.485
28 3597 cyclic seqscan off 16 1 sync -1 32GB 21258 24855 no 10000008 359800 555556 20089 1544.518 512.346
29 57310 uniform bitmapscan off 16 1 sync -1 4GB 15591 72901 no 10000008 5730805 555556 555556 2861.428 1627.619
30 37310 linear_25 bitmapscan off 128 1 sync -1 4GB 11959 49269 no 10000008 3218359 555556 507431 2495.132 751.114
