1 9 linear_500 smoothscan 16 1 worker 12 32GB 225 234 yes 10000008 55396 555556 52605 5377.433 242.741
2 441 linear_10 smoothscan 128 1 worker 3 4GB 83 524 yes 10000008 4409356 555556 265135 3643.424 2501.446
3 9 linear_1 smoothscan 16 1 sync 3 4GB 221 230 yes 10000008 89859 555556 6974 97.816 45.842
4 3 uniform smoothscan 0 1 sync 3 32GB 452 455 yes 10000008 30118 555556 29327 4092.139 138.749
5 1 uniform smoothscan 16 1 worker 12 32GB 692 693 yes 10000008 10145 555556 10071 1873.660 45.512
6 3 linear_1 smoothscan 128 1 worker 3 32GB 864 867 yes 10000008 30028 555556 3751 64.459 13.988
7 28 linear_500 smoothscan 0 1 sync 3 32GB 129 157 yes 10000008 159396 555556 137276 4284.020 541.380
8 28 cyclic_10 smoothscan 16 1 io_uring 3 4GB 699 727 yes 10000008 280210 555556 35747 485.327 160.547
9 28 cyclic_1 smoothscan 128 1 worker 12 4GB 461 489 yes 10000008 280004 555556 17576 284.490 128.569
10 6 cyclic smoothscan 16 1 io_uring 3 32GB 604 610 yes 10000008 60100 555556 3433 94.960 25.101
11 791 linear_100 smoothscan 128 1 sync 3 4GB 113 904 yes 10000008 7757483 555556 554431 6930.640 5658.603
12 391 cyclic smoothscan 128 1 sync 3 4GB 92 483 yes 10000008 3910100 555556 217322 2376.209 1712.058
13 42 cyclic smoothscan 16 1 io_uring 3 4GB 171 213 yes 10000008 420100 555556 23434 332.867 186.895
14 241 cyclic_100 smoothscan 128 1 sync 3 32GB 85 326 yes 10000008 2302344 555556 282386 2727.470 1464.431
15 3 linear_100 smoothscan 128 1 sync 3 4GB 291 294 yes 10000008 29909 555556 27873 2003.945 124.572
16 691 cyclic_100 smoothscan 0 1 worker 12 4GB 187 878 yes 10000008 6844317 555556 540967 5937.923 5212.086
17 141 linear_500 smoothscan 0 1 sync 3 4GB 685 826 yes 10000008 876435 555556 435881 2789.866 1691.150
18 241 cyclic_500 smoothscan 128 1 sync 3 4GB 125 366 yes 10000008 1492786 555556 511476 2989.675 2035.952
19 3 linear_100 smoothscan 0 1 worker 12 32GB 97 100 yes 10000008 25157 555556 23202 1460.400 109.494
20 191 cyclic_1 smoothscan 128 1 sync 3 4GB 457 648 yes 10000008 1910032 555556 108130 1315.827 863.239
21 741 linear_10 smoothscan 128 1 worker 12 4GB 240 981 yes 10000008 7408756 555556 430978 6025.755 4453.495
22 4 linear_10 smoothscan 128 1 sync 3 32GB 809 813 yes 10000008 39926 555556 18713 253.983 48.953
23 941 linear_10 smoothscan 16 1 sync 3 4GB 36 977 yes 10000008 9409474 555556 542573 7291.296 7527.048
24 391 linear_10 smoothscan 0 1 sync 3 32GB 183 574 yes 10000008 3909746 555556 237415 3349.247 2376.547
25 19 linear_100 smoothscan 16 1 worker 12 4GB 205 224 yes 10000008 186876 555556 123256 1660.253 335.128
26 94 cyclic smoothscan 128 1 io_uring 3 32GB 833 927 yes 10000008 940100 555556 52322 674.355 435.223
27 491 cyclic smoothscan 128 1 worker 3 32GB 117 608 yes 10000008 4910100 555556 272878 3153.141 2199.215
28 63 cyclic_10 smoothscan 16 1 worker 3 32GB 542 605 yes 10000008 629637 555556 55204 801.579 362.580
29 4 linear_500 smoothscan 0 1 worker 12 4GB 65 69 yes 10000008 20982 555556 20582 3066.431 93.644
30 291 linear_100 smoothscan 16 1 worker 12 4GB 579 870 yes 10000008 2865591 555556 333078 4064.964 1880.600
31 941 cyclic_500 smoothscan 128 1 worker 3 32GB 55 996 yes 10000008 5804626 555556 555555 5173.642 3151.856
32 2 linear_1 smoothscan 128 1 sync 3 4GB 75 77 yes 10000008 19925 555556 3146 49.105 10.806
33 491 cyclic_100 smoothscan 0 1 worker 12 4GB 111 602 yes 10000008 4842428 555556 434940 4945.687 3011.833
34 42 linear_10 smoothscan 16 1 worker 3 32GB 703 745 yes 10000008 420085 555556 43564 613.770 239.906
35 63 cyclic smoothscan 128 1 worker 12 4GB 116 179 yes 10000008 630100 555556 35100 512.319 291.634
36 341 cyclic smoothscan 0 1 worker 3 32GB 605 946 yes 10000008 3410100 555556 189544 2108.824 1579.614
37 991 linear_100 smoothscan 128 1 io_uring 3 4GB 3 994 yes 10000008 9157229 555556 555556 7805.506 6554.241
38 2 linear smoothscan 16 1 worker 12 4GB 453 455 yes 10000008 20001 555556 1112 13.685 6.747
39 241 cyclic_10 smoothscan 0 1 worker 3 4GB 386 627 yes 10000008 2409759 555556 154026 2069.232 1386.553
40 891 linear_500 smoothscan 16 1 io_uring 3 4GB 82 973 yes 10000008 5548884 555556 555555 5081.497 3949.359
41 941 cyclic smoothscan 0 1 sync 3 4GB 5 946 yes 10000008 9410100 555556 522878 5451.775 4725.746
42 741 cyclic_500 smoothscan 128 1 worker 3 4GB 31 772 yes 10000008 4690814 555556 555491 4438.572 3506.864
43 2 linear_10 smoothscan 16 1 worker 3 32GB 507 509 yes 10000008 20112 555556 13053 318.174 35.915
44 42 linear_500 smoothscan 16 1 sync 3 32GB 456 498 yes 10000008 286385 555556 225469 4385.844 730.472
45 491 linear_10 smoothscan 16 1 sync 3 32GB 320 811 yes 10000008 4909632 555556 293008 4267.331 3001.416
46 591 uniform smoothscan 128 1 worker 3 4GB 331 922 yes 10000008 5908681 555556 555556 7604.802 3733.265
47 691 cyclic_500 smoothscan 0 1 worker 3 32GB 221 912 yes 10000008 4438975 555556 555484 4304.458 2528.961
48 2 cyclic_500 smoothscan 0 1 io_uring 3 32GB 826 828 yes 10000008 11717 555556 11584 1998.658 54.619
49 9 linear_100 smoothscan 0 1 sync 3 4GB 763 772 yes 10000008 89461 555556 72511 1975.619 257.470
50 2 uniform smoothscan 0 1 sync 3 4GB 914 916 yes 10000008 19997 555556 19671 3131.045 92.535
51 541 linear_1 smoothscan 16 1 sync 3 4GB 370 911 yes 10000008 5409947 555556 302562 3991.719 2997.640
52 841 uniform smoothscan 16 1 worker 3 4GB 140 981 yes 10000008 8408834 555556 555556 10069.681 4438.854
53 1 cyclic_500 smoothscan 128 1 worker 12 32GB 139 140 yes 10000008 5717 555556 5686 1076.700 25.944
54 1 cyclic_10 smoothscan 0 1 io_uring 3 4GB 766 767 yes 10000008 10090 555556 8010 337.914 27.820
55 591 linear smoothscan 128 1 sync 3 4GB 4 595 yes 10000008 5910001 555556 328334 2767.922 1818.656
56 741 uniform smoothscan 16 1 worker 12 4GB 137 878 yes 10000008 7409342 555556 555556 8396.952 4132.493
57 6 linear_500 smoothscan 0 1 io_uring 3 32GB 986 992 yes 10000008 28841 555556 28017 3656.034 137.607
