1 57310 cyclic_1 smoothscan off 16 1 sync 3 4GB 5317 62627 no 10000008 5731614 555556 338705 4432.776 3544.422
2 3597 linear_25 bitmapscan off 0 1 sync 3 4GB 27172 30769 no 10000008 314963 555556 222331 4768.193 277.610
3 4 cyclic_10 bitmapscan off 16 1 sync 3 32GB 18561 18565 yes 10000008 401 555556 401 3.743 0.700
4 42 cyclic_1 smoothscan off 16 1 worker 12 32GB 27544 27586 no 10000008 4178 555556 3818 300.806 17.932
5 2398 linear_25 smoothscan off 128 1 worker 12 32GB 17740 20138 no 10000008 186077 555556 145817 3293.381 505.772
6 3597 linear_10 smoothscan off 0 1 worker 12 32GB 30344 33941 no 10000008 358706 555556 177972 1762.729 423.808
7 19 uniform smoothscan off 128 1 sync 3 4GB 14290 14309 no 10000008 1848 555556 1846 198.672 6.348
8 13 linear indexscan on 128 1 worker 12 32GB 29885 29898 yes 10000008 1300 555556 73 2.266 0.797
9 711 linear_10 bitmapscan off 128 1 worker 3 4GB 22173 22884 no 10000008 70169 555556 59519 904.056 44.881
10 57310 cyclic bitmapscan off 16 1 worker 12 32GB 981 58291 no 10000008 5730900 555556 318478 786.011 513.883
11 47310 linear_25 bitmapscan off 128 1 io_uring 3 4GB 14291 61601 no 10000008 4226714 555556 542691 1162.918 1105.156
12 28 cyclic_10 indexscan off 16 1 io_uring 3 32GB 20607 20635 no 10000008 2773 555556 2762 140.447 2.404
13 711 linear_1 bitmapscan off 0 1 worker 12 32GB 32231 32942 no 10000008 71336 555556 22915 220.821 21.512
14 5395 linear_1 seqscan off 128 1 sync 3 32GB 27833 33228 no 10000008 539544 555556 50100 1785.416 505.694
15 28 uniform smoothscan off 16 1 sync 3 4GB 13371 13399 no 10000008 2742 555556 2734 403.767 13.139
16 63 linear indexscan off 16 1 worker 12 4GB 19700 19763 yes 10000008 6301 555556 351 3.253 0.746
17 77310 linear_10 smoothscan off 128 1 worker 12 4GB 536 77846 no 10000008 7353975 555556 529264 8144.729 6161.307
18 3597 cyclic_1 indexscan on 16 1 sync 3 4GB 5206 8803 no 10000008 360908 555556 40263 626.697 95.785
19 3 cyclic_10 bitmapscan off 16 1 sync 3 32GB 17829 17832 no 10000008 300 555556 298 3.044 0.680
20 47310 linear_10 seqscan off 16 1 worker 12 4GB 28046 75356 no 10000008 4727049 555556 461886 716.612 438.471
21 67310 uniform seqscan off 16 1 worker 12 4GB 12704 80014 yes 10000008 6730841 555556 555556 739.825 460.834
22 8092 cyclic_1 smoothscan off 128 1 io_uring 3 4GB 19557 27649 no 10000008 809144 555556 65140 855.619 480.771
23 27310 cyclic_1 indexscan on 0 1 worker 12 4GB 27179 54489 no 10000008 2730991 555556 171889 1989.157 653.845
24 13 cyclic_10 seqscan off 16 1 sync 3 32GB 29449 29462 no 10000008 1313 555556 1308 1748.507 531.242
25 2 linear_10 seqscan off 128 1 io_uring 3 4GB 16266 16268 no 10000008 182 555556 182 798.406 567.366
26 4 cyclic_25 indexscan off 128 1 worker 12 32GB 9039 9043 yes 10000008 237 555556 236 13.253 0.801
27 28 cyclic_1 indexscan off 0 1 sync 3 32GB 6782 6810 no 10000008 2763 555556 2581 129.986 1.955
28 94 uniform indexscan on 16 1 sync 3 32GB 2065 2159 no 10000008 9282 555556 9225 58.527 5.540
29 2398 linear_10 seqscan off 128 1 sync 3 4GB 1143 3541 no 10000008 143054 555556 83829 1130.303 690.640
30 3597 cyclic indexscan on 0 1 worker 3 4GB 24980 28577 no 10000008 359700 555556 20078 172.733 73.733
31 13 linear_1 bitmapscan off 16 1 worker 12 4GB 26090 26103 no 10000008 1341 555556 1305 8.772 0.932
32 94 cyclic_1 bitmapscan off 0 1 sync 3 32GB 7111 7205 yes 10000008 9505 555556 7712 275.421 6.429
33 94 linear bitmapscan off 128 1 io_uring 3 4GB 24223 24317 no 10000008 9401 555556 523 3.678 0.908
34 141 cyclic_1 bitmapscan off 0 1 sync 3 32GB 1022 1163 yes 10000008 11994 555556 8455 255.870 6.882
35 28 cyclic_1 bitmapscan off 128 1 io_uring 3 32GB 21048 21076 yes 10000008 2780 555556 2596 9.669 3.216
36 19 cyclic indexscan off 128 1 worker 3 32GB 14670 14689 no 10000008 2000 555556 212 12.626 0.683
37 2 cyclic_25 bitmapscan off 16 1 io_uring 3 32GB 8726 8728 no 10000008 136 555556 136 1.963 0.562
38 316 linear_10 indexscan on 0 1 io_uring 3 32GB 551 867 yes 10000008 16707 555556 15541 764.104 9.476
39 9 cyclic_25 smoothscan off 0 1 worker 12 32GB 24144 24153 no 10000008 819 555556 818 87.497 4.181
40 77310 cyclic_10 bitmapscan off 128 1 sync 3 4GB 9300 86610 no 10000008 7594688 555556 552907 2034.386 1653.219
41 37310 uniform seqscan off 128 1 worker 12 32GB 26507 63817 yes 10000008 3733801 555556 555416 830.790 601.051
42 27310 linear_25 indexscan off 16 1 worker 3 32GB 15515 42825 yes 10000008 2357668 555556 476589 16065.557 1333.746
43 141 cyclic_1 smoothscan off 128 1 worker 3 32GB 21389 21530 no 10000008 14206 555556 10339 350.203 35.511
44 18207 linear indexscan off 0 1 worker 12 4GB 3659 21866 yes 10000008 1820700 555556 101151 440.525 143.196
45 4 linear_1 seqscan off 16 1 sync 3 4GB 4122 4126 no 10000008 391 555556 388 1117.726 701.364
46 211 uniform smoothscan off 0 1 io_uring 3 4GB 30847 31058 no 10000008 21129 555556 20774 2637.408 97.665
47 42 cyclic_25 bitmapscan off 16 1 io_uring 3 32GB 24215 24257 yes 10000008 3435 555556 3421 24.461 3.241
48 13 cyclic indexscan on 16 1 worker 3 32GB 12574 12587 no 10000008 1200 555556 156 5.938 0.662
49 9 cyclic smoothscan off 16 1 sync 3 4GB 10004 10013 no 10000008 1000 555556 156 18.526 1.170
50 3597 cyclic_25 seqscan off 128 1 worker 12 32GB 10360 13957 no 10000008 247055 555556 174166 810.813 542.532
51 13 linear_1 seqscan off 0 1 io_uring 3 32GB 16179 16192 no 10000008 1319 555556 1268 1777.254 509.443
52 5395 linear seqscan off 16 1 io_uring 3 32GB 15589 20984 no 10000008 539501 555556 29973 1120.941 542.645
53 3597 linear_1 indexscan on 128 1 worker 12 32GB 25759 29356 yes 10000008 359835 555556 40122 905.710 96.434
54 9 cyclic_10 smoothscan off 128 1 worker 12 32GB 20296 20305 no 10000008 952 555556 950 135.552 5.315
55 87310 cyclic_25 indexscan on 0 1 io_uring 3 32GB 9319 96629 no 10000008 7294365 555556 555550 15203.530 3423.503
56 19 uniform bitmapscan off 128 1 io_uring 3 32GB 20481 20500 yes 10000008 1847 555556 1845 8.135 2.430
57 9 linear_1 bitmapscan off 0 1 io_uring 3 4GB 17683 17692 no 10000008 931 555556 917 45.498 0.801
58 1066 uniform bitmapscan off 128 1 io_uring 3 4GB 2314 3380 no 10000008 106386 555556 97322 266.899 103.220
59 57310 uniform smoothscan off 0 1 worker 3 4GB 10257 67567 no 10000008 5732549 555556 555556 5039.104 3231.474
60 28 cyclic_10 smoothscan off 0 1 worker 12 32GB 30828 30856 no 10000008 2822 555556 2783 389.883 14.267
61 141 cyclic_10 seqscan off 16 1 sync 3 32GB 11632 11773 no 10000008 12428 555556 11965 1725.754 525.750
62 9 uniform seqscan off 16 1 io_uring 3 4GB 17866 17875 no 10000008 888 555556 888 1003.300 592.852
63 141 cyclic bitmapscan off 128 1 worker 12 4GB 15013 15154 yes 10000008 14200 555556 877 3.597 1.744
64 1 cyclic_10 indexscan on 16 1 sync 3 32GB 22777 22778 yes 10000008 86 555556 86 1.537 0.480
65 47310 linear_25 seqscan off 0 1 sync 3 4GB 15801 63111 yes 10000008 4257347 555556 545115 1104.524 721.182
66 4 linear smoothscan off 16 1 worker 12 4GB 4731 4735 no 10000008 401 555556 23 1.460 0.592
67 5395 cyclic_10 indexscan off 128 1 worker 12 32GB 27158 32553 no 10000008 539021 555556 208730 6700.306 265.985
68 3597 cyclic_1 seqscan off 128 1 io_uring 3 32GB 7232 10829 no 10000008 360002 555556 40216 984.030 530.481
