1 491 linear_10 indexscan 128 1 io_uring 3 32GB 100 591 yes 10000008 4909632 555556 292841 2625.699 1209.646
2 791 linear_1 indexscan 0 1 worker 3 4GB 199 990 yes 10000008 7909948 555556 441469 4180.640 1603.270
3 941 cyclic_10 indexscan 16 1 sync 3 32GB 53 994 no 10000008 9392928 555556 536284 5923.653 2442.483
4 991 cyclic_100 indexscan 128 1 worker 3 32GB 2 993 no 10000008 9155831 555556 555556 7179.279 3556.842
5 841 cyclic_100 indexscan 0 1 worker 3 4GB 134 975 no 10000008 8082264 555556 553199 10289.135 4177.085
6 1 linear_500 indexscan 128 1 sync 3 32GB 303 304 yes 10000008 6477 555556 6437 37.315 3.996
7 9 linear indexscan 0 1 io_uring 3 32GB 739 748 yes 10000008 90001 555556 5001 23.818 7.476
8 28 linear_500 indexscan 128 1 io_uring 3 4GB 338 366 yes 10000008 185706 555556 158099 433.609 106.122
9 3 uniform indexscan 16 1 worker 3 4GB 399 402 no 10000008 30135 555556 29382 461.574 17.843
10 9 cyclic_100 indexscan 16 1 worker 3 4GB 689 698 yes 10000008 89961 555556 73228 1139.242 47.856
11 341 uniform indexscan 128 1 io_uring 3 32GB 22 363 no 10000008 3409346 555556 555263 3482.745 1654.846
12 94 cyclic indexscan 128 1 sync 3 32GB 833 927 no 10000008 940100 555556 52322 544.082 198.875
13 741 linear_10 indexscan 16 1 io_uring 3 32GB 160 901 yes 10000008 7410069 555556 431889 4459.675 1838.127
14 391 cyclic_1 indexscan 128 1 worker 12 32GB 41 432 no 10000008 3909934 555556 219257 1781.225 812.297
15 591 linear_10 indexscan 0 1 io_uring 3 4GB 353 944 yes 10000008 5909711 555556 348467 8878.229 1435.651
16 2 cyclic_1 indexscan 128 1 worker 12 32GB 614 616 no 10000008 20017 555556 3138 23.052 4.518
17 19 linear_1 indexscan 128 1 io_uring 3 32GB 93 112 yes 10000008 190000 555556 12587 88.648 44.701
18 891 cyclic_100 indexscan 16 1 sync 3 4GB 35 926 no 10000008 8528536 555556 555498 7579.823 5467.478
19 891 linear_10 indexscan 16 1 worker 12 32GB 7 898 no 10000008 8895749 555556 508959 4300.880 2298.584
20 291 cyclic_10 indexscan 16 1 io_uring 3 4GB 356 647 no 10000008 2909533 555556 181853 1707.893 690.317
21 641 linear_500 indexscan 128 1 io_uring 3 32GB 77 718 no 10000008 4118487 555556 555323 3984.328 1937.322
22 791 cyclic_100 indexscan 16 1 sync 3 32GB 62 853 no 10000008 7715375 555556 551587 7203.349 3165.962
23 13 cyclic_500 indexscan 16 1 worker 3 32GB 29 42 no 10000008 64883 555556 60843 950.663 40.718
24 941 linear_500 indexscan 128 1 worker 12 4GB 19 960 no 10000008 5809563 555556 555556 5440.505 4708.774
25 541 cyclic_10 indexscan 128 1 sync 3 4GB 446 987 no 10000008 5405685 555556 317737 3555.781 1300.934
26 2 cyclic indexscan 0 1 io_uring 3 4GB 658 660 no 10000008 20100 555556 1211 33.147 3.006
27 13 linear_10 indexscan 16 1 worker 12 32GB 230 243 yes 10000008 129842 555556 27248 138.473 36.657
28 491 linear indexscan 0 1 sync 3 4GB 51 542 yes 10000008 4910001 555556 272779 1061.813 375.601
29 42 linear indexscan 16 1 worker 12 32GB 97 139 yes 10000008 420001 555556 23335 51.307 33.167
30 241 cyclic_10 indexscan 0 1 worker 12 4GB 24 265 no 10000008 2409128 555556 153892 1783.113 598.066
31 6 uniform indexscan 128 1 worker 12 4GB 368 374 no 10000008 60033 555556 57064 241.157 33.268
32 541 cyclic_100 indexscan 128 1 worker 3 4GB 213 754 no 10000008 5400632 555556 494989 5486.480 1994.416
33 691 cyclic_100 indexscan 0 1 io_uring 3 4GB 116 807 no 10000008 6839185 555556 539296 9547.309 2787.624
34 841 uniform indexscan 0 1 worker 3 4GB 32 873 no 10000008 8410352 555556 555556 19055.577 5503.410
35 891 cyclic_10 indexscan 128 1 io_uring 3 32GB 82 973 no 10000008 8909641 555556 515067 4512.700 2224.870
36 341 linear_100 indexscan 128 1 worker 12 4GB 131 472 yes 10000008 3366271 555556 361429 2716.560 1274.804
37 441 linear_1 indexscan 128 1 sync 3 4GB 526 967 yes 10000008 4410073 555556 246990 2535.488 935.256
38 191 linear_10 indexscan 16 1 sync 3 4GB 731 922 yes 10000008 1909834 555556 126380 1261.552 474.717
39 28 linear indexscan 16 1 worker 3 4GB 766 794 yes 10000008 280001 555556 15557 36.193 20.752
40 6 cyclic_1 indexscan 128 1 io_uring 3 4GB 877 883 no 10000008 60092 555556 5383 44.231 11.404
41 9 uniform indexscan 16 1 worker 3 32GB 105 114 yes 10000008 89860 555556 83382 1307.297 54.982
42 141 linear_1 indexscan 0 1 sync 3 32GB 241 382 yes 10000008 1409924 555556 80357 833.928 296.169
43 13 linear indexscan 128 1 worker 12 4GB 961 974 yes 10000008 130001 555556 7224 17.745 9.457
44 441 uniform indexscan 128 1 worker 12 32GB 483 924 no 10000008 4412391 555556 555538 4147.881 2085.876
45 1 linear_100 indexscan 0 1 worker 3 4GB 898 899 yes 10000008 8587 555556 8373 368.681 4.810
46 19 linear_1 indexscan 16 1 io_uring 3 32GB 42 61 yes 10000008 190028 555556 12566 91.243 42.860
47 19 uniform indexscan 128 1 sync 3 4GB 684 703 yes 10000008 189602 555556 161982 837.196 104.045
48 63 linear_100 indexscan 128 1 sync 3 4GB 611 674 yes 10000008 629160 555556 220266 1365.312 270.491
49 94 linear_100 indexscan 128 1 worker 3 32GB 744 838 yes 10000008 918822 555556 231469 2552.510 387.860
50 9 cyclic_1 indexscan 0 1 worker 12 4GB 737 746 yes 10000008 89847 555556 7028 175.969 16.018
51 94 linear_100 indexscan 128 1 worker 12 4GB 78 172 yes 10000008 832082 555556 193242 909.504 307.296
52 9 uniform indexscan 128 1 worker 12 4GB 889 898 yes 10000008 90155 555556 83482 351.149 50.404
53 141 cyclic_500 indexscan 16 1 sync 3 4GB 688 829 no 10000008 874124 555556 435515 2553.500 409.553
54 691 cyclic_500 indexscan 0 1 io_uring 3 32GB 60 751 no 10000008 4416286 555556 555424 15251.603 2152.388
55 591 linear_500 indexscan 128 1 io_uring 3 32GB 375 966 no 10000008 3730896 555556 554631 3610.430 1832.879
56 391 cyclic_500 indexscan 0 1 sync 3 4GB 445 836 no 10000008 2552587 555556 550031 14957.807 1543.124
57 891 linear_10 indexscan 128 1 io_uring 3 4GB 95 986 no 10000008 8906627 555556 512595 4667.845 2282.573
58 491 linear_1 indexscan 0 1 worker 3 4GB 350 841 yes 10000008 4910062 555556 274810 2544.126 1027.228
59 841 cyclic_10 indexscan 0 1 worker 3 32GB 144 985 no 10000008 8407141 555556 485268 4405.249 2136.524
60 13 linear_100 indexscan 16 1 worker 3 4GB 821 834 yes 10000008 124594 555556 92074 1387.617 59.800
61 6 cyclic_1 indexscan 128 1 io_uring 3 32GB 300 306 no 10000008 60057 555556 5378 49.504 13.782
62 891 cyclic indexscan 0 1 worker 12 4GB 59 950 no 10000008 8910100 555556 495100 2793.907 1845.389
63 791 cyclic_1 indexscan 0 1 io_uring 3 32GB 129 920 no 10000008 7910021 555556 441435 3216.893 1634.570
64 891 linear indexscan 16 1 io_uring 3 32GB 40 931 no 10000008 8910001 555556 495001 1351.215 694.158
65 1 linear_10 indexscan 0 1 io_uring 3 4GB 546 547 yes 10000008 10089 555556 8010 355.244 4.588
66 19 linear_10 indexscan 128 1 sync 3 4GB 904 923 yes 10000008 190257 555556 30766 221.485 55.105
67 6 linear_500 indexscan 16 1 worker 12 32GB 945 951 yes 10000008 30855 555556 29937 135.041 19.492
68 491 linear_500 indexscan 128 1 io_uring 3 32GB 125 616 no 10000008 3188067 555556 553916 3447.017 1506.714
69 341 cyclic_1 indexscan 0 1 worker 12 4GB 506 847 no 10000008 3409911 555556 191449 1433.631 710.580
70 42 linear_100 indexscan 0 1 sync 3 32GB 515 557 yes 10000008 420175 555556 190876 6286.385 209.692
71 341 linear_100 indexscan 128 1 sync 3 32GB 153 494 yes 10000008 3383642 555556 370644 3786.788 1440.497
72 641 linear_10 indexscan 0 1 worker 3 4GB 189 830 yes 10000008 6410127 555556 376302 9594.402 1551.413
73 94 cyclic_1 indexscan 16 1 sync 3 4GB 618 712 no 10000008 940130 555556 54243 533.894 195.977
74 591 linear_1 indexscan 0 1 io_uring 3 4GB 104 695 yes 10000008 5910160 555556 330330 3107.221 1207.050
75 2 linear_100 indexscan 128 1 worker 3 4GB 951 953 yes 10000008 13814 555556 13114 209.971 6.484
76 1 linear_500 indexscan 0 1 worker 12 4GB 182 183 yes 10000008 5866 555556 5836 255.687 3.246
77 13 cyclic_100 indexscan 128 1 worker 3 32GB 57 70 yes 10000008 95617 555556 69405 1045.996 47.688
