1 4 cyclic seqscan off 128 1 sync -1 32GB 14968 14972 no 10000008 500 555556 122 4516.213 1117.480
2 77310 cyclic_25 seqscan off 128 1 sync -1 4GB 16013 93323 yes 10000008 6639042 555556 555486 3069.181 1627.783
3 28 uniform seqscan off 16 1 sync -1 4GB 25874 25902 no 10000008 2772 555556 2767 3017.603 1492.539
4 474 cyclic_10 indexscan off 128 1 sync -1 4GB 5719 6193 no 10000008 34117 555556 30236 3164.177 28.354
5 211 linear indexscan off 16 1 sync -1 4GB 3404 3615 yes 10000008 21101 555556 1173 17.970 3.710
6 19 cyclic_25 seqscan off 16 1 sync -1 4GB 26904 26923 no 10000008 1666 555556 1664 2908.614 1496.507
7 1 linear_1 bitmapscan off 128 1 sync -1 4GB 10357 10358 no 10000008 93 555556 93 2.978 1.196
8 63 uniform seqscan off 128 1 sync -1 32GB 9461 9524 no 10000008 6273 555556 6242 4944.314 1214.514
9 19 linear_10 indexscan off 16 1 sync -1 32GB 1328 1347 yes 10000008 1018 555556 1012 111.172 2.783
10 18207 cyclic_25 bitmapscan off 128 1 sync -1 32GB 18607 36814 no 10000008 1563692 555556 436431 6640.423 1293.357
11 37310 cyclic_10 indexscan off 0 1 sync -1 32GB 11948 49258 no 10000008 3675310 555556 373640 30582.597 2099.930
12 77310 cyclic_25 bitmapscan off 128 1 sync -1 4GB 345 77655 no 10000008 6495189 555556 555083 8040.291 4329.654
13 67310 linear indexscan off 16 1 sync -1 4GB 22184 89494 yes 10000008 6731001 555556 373945 3861.197 1196.292
14 57310 cyclic_1 indexscan off 16 1 sync -1 4GB 17363 74673 no 10000008 5730328 555556 338584 20673.175 2482.780
15 63 linear seqscan off 0 1 sync -1 4GB 1276 1339 no 10000008 6301 555556 351 3304.260 1350.086
16 94 linear seqscan off 128 1 sync -1 4GB 24757 24851 no 10000008 9401 555556 524 3156.398 1342.123
17 2398 linear_10 seqscan off 128 1 sync -1 4GB 1055 3453 no 10000008 140737 555556 82856 3225.930 1383.730
18 9 cyclic_25 bitmapscan off 16 1 sync -1 4GB 24472 24481 yes 10000008 749 555556 749 13.347 1.838
19 2 cyclic_1 seqscan off 16 1 sync -1 32GB 4862 4864 no 10000008 196 555556 196 4898.540 1480.554
20 94 cyclic_1 bitmapscan off 128 1 sync -1 32GB 6220 6314 yes 10000008 9457 555556 7575 103.973 13.642
21 47310 cyclic seqscan off 0 1 sync -1 32GB 29948 77258 yes 10000008 4731100 555556 262934 4506.198 1477.698
22 474 cyclic_1 indexscan off 16 1 sync -1 32GB 14412 14886 no 10000008 47385 555556 20034 1704.149 31.685
23 8092 linear_1 seqscan off 16 1 sync -1 4GB 14989 23081 no 10000008 808401 555556 65163 2906.931 1467.485
24 2 cyclic_1 indexscan off 128 1 sync -1 4GB 16414 16416 yes 10000008 187 555556 187 21.123 1.150
25 18207 uniform seqscan off 0 1 sync -1 4GB 14527 32734 yes 10000008 1820904 555556 540753 3177.978 1433.104
26 316 linear_1 seqscan off 128 1 sync -1 4GB 16798 17114 no 10000008 31455 555556 16763 2915.034 1339.359
27 1599 cyclic_25 seqscan off 0 1 sync -1 4GB 12740 14339 no 10000008 112652 555556 95737 3006.033 1395.269
28 27310 linear indexscan off 16 1 sync -1 32GB 20008 47318 yes 10000008 2731001 555556 151723 1691.351 522.491
29 3 uniform seqscan off 16 1 sync -1 4GB 21994 21997 no 10000008 312 555556 312 3243.379 1379.824
30 42 linear_1 seqscan off 16 1 sync -1 4GB 18345 18387 no 10000008 4247 555556 3883 2897.558 1341.923
31 5395 linear_10 bitmapscan off 16 1 sync -1 32GB 4479 9874 no 10000008 409897 555556 143632 2066.044 392.211
32 13 linear bitmapscan off 0 1 sync -1 32GB 6282 6295 no 10000008 1300 555556 74 3.386 1.393
33 97310 cyclic_1 seqscan off 128 1 sync -1 4GB 1001 98311 yes 10000008 9720498 555556 554696 2943.038 1601.777
34 3597 cyclic_10 bitmapscan off 0 1 sync -1 4GB 27193 30790 yes 10000008 359729 555556 177918 2958.207 449.847
35 141 cyclic_25 bitmapscan off 128 1 sync -1 4GB 29222 29363 yes 10000008 12411 555556 12223 170.981 16.557
36 1066 cyclic_25 indexscan off 0 1 sync -1 4GB 884 1950 no 10000008 55709 555556 50380 5262.468 48.826
37 5395 linear_1 seqscan off 16 1 sync -1 4GB 6603 11998 no 10000008 540112 555556 50132 2957.198 1501.380
38 211 linear seqscan off 0 1 sync -1 32GB 15508 15719 no 10000008 21101 555556 1173 4480.164 1437.963
39 94 cyclic_25 indexscan off 128 1 sync -1 4GB 8889 8983 no 10000008 6050 555556 5995 633.466 5.773
40 94 linear seqscan off 16 1 sync -1 4GB 22197 22291 no 10000008 9401 555556 523 2916.933 1471.785
41 63 cyclic_10 seqscan off 0 1 sync -1 4GB 1410 1473 no 10000008 3515 555556 3461 2942.488 1464.110
42 87310 cyclic_1 indexscan off 0 1 sync -1 4GB 3779 91089 no 10000008 8731051 555556 505258 30790.251 3968.434
43 5395 linear_25 indexscan off 16 1 sync -1 4GB 9894 15289 yes 10000008 374044 555556 225630 21251.163 290.234
44 42 linear_1 indexscan off 128 1 sync -1 4GB 20582 20624 yes 10000008 4215 555556 3819 403.682 3.631
45 8092 cyclic_10 seqscan off 0 1 sync -1 4GB 12365 20457 no 10000008 765680 555556 207072 2958.934 1484.444
46 27310 cyclic seqscan off 16 1 sync -1 32GB 4801 32111 yes 10000008 2731100 555556 151822 4527.192 1185.738
47 87310 linear_10 indexscan off 0 1 sync -1 32GB 8024 95334 no 10000008 8403207 555556 555451 47126.020 4801.888
48 63 linear_25 indexscan off 128 1 sync -1 32GB 29174 29237 yes 10000008 5395 555556 5362 561.420 7.624
49 8092 cyclic_25 indexscan off 128 1 sync -1 32GB 32051 40143 no 10000008 744569 555556 370883 32579.453 591.733
50 57310 uniform indexscan off 128 1 sync -1 32GB 17514 74824 no 10000008 5730760 555556 555556 44944.538 3852.901
51 711 cyclic_1 seqscan off 128 1 sync -1 4GB 9061 9772 no 10000008 71639 555556 23050 3014.913 1350.611
52 28 linear_1 indexscan off 128 1 sync -1 4GB 201 229 yes 10000008 1626 555556 1497 157.131 1.964
53 87310 cyclic_10 bitmapscan off 128 1 sync -1 32GB 2175 89485 no 10000008 8355457 555556 555035 7860.705 1818.834
54 87310 linear seqscan off 128 1 sync -1 4GB 10027 97337 yes 10000008 8731001 555556 485057 2973.715 1490.099
55 6 cyclic_25 seqscan off 128 1 sync -1 4GB 15426 15432 no 10000008 441 555556 440 3007.059 1363.947
